Id_bien;Id_lieu;No_voie;Voie;Total_piece;Surface_carrez;Surface_local;Type local
423;77118;1;RUE DE BOURGOGNE;3;60.7;60;Appartement
424;77284;3;PL PAUL EMILE VICTOR;3;55.2;55;Appartement
425;77285;120;ALL DE PLEIN CIEL;5;100.8;100;Appartement
426;77288;41;BD DE L ALMONT;1;25.45;25;Appartement
427;77307;38;RUE DE LA CHARBONNIERE;1;40.35;40;Appartement
428;77419;5929;CITE DES GUETTES;4;99.42;99;Appartement
429;77450;17;RUE DE LA MARNE;5;118.56;107;Maison
430;77487;4; RES LA FONTAINE SAINT MARC;3;66.42;67;Appartement
431;78146;2;QUAI DE L AMIRAL MOUCHEZ;3;75.16;75;Appartement
432;78165;1;AV MONTAIGNE;3;56.83;54;Appartement
433;78358;57;AV DE SAINT GERMAIN;1;27.01;25;Appartement
434;78358;57;AV DE SAINT GERMAIN;5;111;112;Appartement
435;78372;26;ALL CLAUDE MONET;2;52.53;53;Appartement
436;78382;22;RUE DU GEN DE GAULLE;4;55.03;65;Appartement
437;78481;2;AV P MARTIN LUTHER KING;5;88.78;91;Appartement
438;78586;6;AV JEAN JAURES;1;17.78;20;Appartement
439;78646;3;RUE REMONT;5;98.99;110;Maison
440;8021;23;RUE SAINT GERMAIN;1;19.97;20;Appartement
441;80228;77;RUE DE MAYOCQ;4;87.02;85;Maison
442;82121;30;RUE DE LA COMEDIE;2;48.4;52;Appartement
443;839;183;BD DE PIERREPLANE;1;25.29;26;Appartement
444;83112;22;AV DU PORT;3;68.46;70;Appartement
445;83137;184;AV DU CARMEL;3;57.68;51;Appartement
446;8431;57;RUE DU DOC PACCARD;3;63.17;79;Appartement
447;85164;27;BD DE L'OCEAN;3;52.9;52;Appartement
448;8785;22;RUE PIERRE LEROUX;2;44.4;44;Appartement
449;87161;636; CITE DU DOCTEUR BARRIERE;3;65.74;56;Appartement
450;88160;10;RUE MARIE MARVINGT;3;61.74;64;Appartement
451;88181;15;RUE DES AULNES;3;70.19;49;Appartement
452;9186;4;RUE CAROLINE RIER;3;66.05;66;Appartement
453;91156;2;RUE DES FRANCS BOURGEOIS;5;89.43;89;Maison
454;91174;38;BD DE FONTAINEBLEAU;3;71.64;69;Appartement
455;91326;69;AV DES FAUVETTES;5;107.15;109;Maison
456;922;34;AV FRANCOIS MOLE;4;87.01;96;Appartement
457;924;49;AV D ARGENTEUIL;3;52.9;53;Appartement
458;924;81;RUE DU BAC;3;63.2;60;Appartement
459;924;97;RUE DU CHATEAU;5;122.8;75;Maison
460;924;21;AV DE LA REDOUTE;2;53.39;52;Appartement
461;924;10;RUE GEORGES GUYNEMER;1;25.5;27;Appartement
462;929;221;AV D ARGENTEUIL;2;27.73;22;Appartement
463;929;35;RUE RASPAIL;3;56.21;50;Appartement
464;9212;867;CRS AQUITAINE;4;96.33;93;Appartement
465;9212;56;BD DE LA REPUBLIQUE;2;49.42;50;Appartement
466;9212;2;RUE DE L ANCIENNE MAIRIE;2;51.34;50;Appartement
467;9212;35;BD D AUTEUIL;5;149.71;148;Appartement
468;9224;10;AV ANATOLE FRANCE;2;44.5;44;Appartement
469;9232;3;RUE DES ROSES;1;23.95;20;Appartement
470;9236;13;RUE VILLEBOIS MAREUIL;3;76.07;75;Maison
471;9240;12;RUE DES ACACIAS;3;70;55;Maison
472;9244;136;RUE ARISTIDE BRIAND;3;66.05;65;Appartement
473;9244;5;RUE BARBES;4;85.07;84;Appartement
474;9248;15;RUE BANES;3;58.94;59;Appartement
475;9250;17;RUE SADI CARNOT;3;30.52;45;Appartement
476;9250;20;RUE DE ZILINA;3;71.62;68;Appartement
477;9251;7;ALL D ORLEANS;3;48.65;40;Appartement
478;9251;11;RUE DU GAL H BERTIER;4;122.79;130;Appartement
479;9260;119;AV EDOUARD HERRIOT;3;68.51;67;Appartement
480;9262;8;RUE LUCIEN VOILIN;1;23.28;22;Appartement
481;9263;115;RUE ESTIENNE D ORVES;1;22.51;22;Appartement
482;9272;9;RUE CROIX BOSSET;2;53.68;53;Appartement
483;9273;101;RUE DES CHENES;4;88.9;87;Maison
484;936;23;AV DE LA REPUBLIQUE;4;64.41;60;Appartement
485;9345;98;AV PASTEUR;1;21.28;21;Appartement
486;9345;71;RUE DE ROMAINVILLE;3;49.28;48;Appartement
487;9348;137;RUE DE PARIS;3;64.41;48;Appartement
488;9348;13;RUE DES ORMES;4;82.56;83;Appartement
489;9372;4;ALL PAUL LANGEVIN;4;73.6;73;Appartement
490;9373;8;ALL JOHANNES KEPLER;5;93.49;93;Appartement
491;942;20;RUE FELIX EBOUE;4;72.52;75;Maison
492;942;49;RUE MARCEL BOURDARIAS;3;59.69;57;Appartement
493;944;9002;RES L ANGEVINE 2;4;85.22;84;Appartement
494;9418;197;RUE DE PARIS;2;34.92;34;Appartement
495;9422;25;RUE JULES VALLES;1;49.45;31;Maison
496;9428;1;RUE MARIN LA MESLEE;4;81.95;82;Appartement
497;9437;18;AV JEAN JAURES;3;68.12;68;Appartement
498;9441;8;RUE EMILE BLIN;1;20.5;25;Appartement
499;9443;5;RUE GEORGES POMPIDOU;1;26.72;28;Appartement
500;9444;9001; RES VERDUN LECLERC;2;41.7;39;Appartement
501;9444;13;PL LOUIS ARAGON;3;63.77;63;Appartement
502;9452;7;RUE DU MARECHAL VAILLANT;3;44.04;52;Appartement
503;9452;49;RUE PAUL BERT;1;28.5;28;Appartement
504;9460;39;AV DE BRETAGNE;5;94.35;81;Maison
505;9460;4;RUE RENARD;4;77.15;77;Appartement
506;9460;26;RUE JEAN JAURES;4;72.75;72;Appartement
507;9468;13;AV DES ARTS;9;304.8;300;Maison
508;9474;7;RUE ELSA TRIOLET;4;82.21;86;Maison
509;9478;25;RUE DE CROSNE;2;40.04;39;Appartement
510;9480;33;RUE DE MONTREUIL;4;77.41;82;Appartement
511;9480;16;AV DU GAL DE GAULLE;5;146.82;150;Appartement
512;9539;;RUE PARMENTIER;3;41.75;45;Appartement
513;95199;27;RUE ALBERT MEUNIER;3;56.91;61;Appartement
514;95219;3;ALL CHARLES PEGUY;3;69.31;70;Appartement
515;95306;1;AV FOCH;4;80.28;94;Appartement
516;95527;; DERRIERE LES TOURNELLES;4;77.7;78;Maison
517;0133;39;RUE BUFFON;4;108.65;91;Appartement
518;01258;151;RTE DE BELLEVILLE;3;86.8;90;Appartement
519;01354;8;RUE DE GENEVE;2;52.58;52;Appartement
520;03190;22;RUE DE LA FRATERNITE;1;34.9;38;Appartement
521;064;10;RUE SAINT ANTOINE;2;22.47;23;Appartement
522;0612;4;AV CAMILLE BLANC;2;47.42;47;Appartement
523;0629;4;RUE DE STALINGRAD;1;66.12;67;Appartement
524;0629;59;AV DU MARECHAL JUIN;2;67.99;70;Appartement
525;0633;12;BD DE LA REPUBLIQUE;3;59.74;62;Appartement
526;0683;124;PROM VAL DU CAREI;2;46.66;46;Appartement
527;0683;1;AV DE VERDUN;2;42.84;42;Appartement
528;0692;5277; LE VILLAGE;1;22.71;25;Appartement
529;0719;85;RTE DE VALS;3;59.05;62;Appartement
530;0742;9004;CITE DE LA SOUBEYRANNE;5;85.93;86;Appartement
531;0742;9004;CITE DE LA SOUBEYRANNE;4;69.46;71;Appartement
532;07304;5638;RES HAMEAU LES FALAISES;2;28.52;29;Appartement
533;11262;3;RUE JEAN JAURES;1;27.76;48;Appartement
534;11266;159;RES HORIZON;2;21.51;22;Appartement
535;1322;27;AV MARECHAL FOCH;2;50.43;35;Appartement
536;13119;9012;MAIL LE MAIL;3;64.3;65;Appartement
537;13201;57;RUE ADOLPHE THIERS;3;53.66;54;Appartement
538;13201;44;RUE CURIOL;1;20.37;24;Appartement
539;13202;46;RUE CHEVALIER PAUL;1;35.27;35;Appartement
540;13204;13;RUE BERANGER;3;55.7;53;Appartement
541;13204;77;RUE PAUTRIER;0;33.46;27;Appartement
542;13207;16;RUE ROBERT;2;22.8;21;Appartement
543;13208;89;RUE SAINT SEBASTIEN;1;51.43;51;Appartement
544;13208;30;RUE DES MOUSSES;1;20.45;20;Appartement
545;13208;14;RUE NEGRESKO;1;17.1;18;Appartement
546;13208;9001;CITE LE CORBUSIER;4;103.14;96;Appartement
547;13209;34;RUE NICOLE ZEMMOUR;3;68.81;68;Appartement
548;13209;296;BD ROMAIN ROLLAND;5;76.15;77;Appartement
549;13210;25;BD BONIFAY;2;48.14;50;Appartement
550;13210;46;RUE SAINTE BAUME;1;27.3;30;Appartement
551;13213;49;TSSE DES BONNETS;4;67.2;68;Appartement
552;14754;6412;VC RES LES MARINES;2;36.23;36;Appartement
553;1931;48;AV EMILE ZOLA;1;27;25;Appartement
554;22278;87;RUE DE GOUEDIC;2;36.08;35;Appartement
555;25265;20;RUE DE L ABREUVOIR;1;32;32;Appartement
556;2658;15;PAS DU PALOMA;4;66.81;80;Appartement
557;26281;28;AV DUCHESNE;4;73.65;75;Appartement
558;27299;1;RUE DE LA LIBERATION;2;40.43;43;Appartement
559;2885;6;RUE DES ECUYERS;2;32.2;34;Appartement
560;2885;4;RUE CHAUVEAU LAGARDE;3;65.63;65;Appartement
561;28134;106;AV DU GENERAL LECLERC;3;58.87;58;Appartement
562;30189;14;RUE DE L ASPIC;2;42.47;43;Appartement
563;3166;175;CHE DE LA DOUCE DAME;5;104.56;104;Maison
564;31113;72;AV SALVADOR ALLENDE;3;78.83;80;Appartement
565;31555;2;RUE DES LOIS;3;68.06;85;Appartement
566;3351;10;RUE MONTESQUIEU;2;42;42;Maison
567;3363;16;RUE JULIE;2;51.43;47;Appartement
568;3381;46;RES LE HAMEAU PIERRE FABRE;3;58.22;60;Appartement
569;33249;20;RUE HIPPOLYTE GOURDON;4;86.01;80;Maison
570;33281;100;AV DE LA LIBERATION;3;59.74;60;Appartement
571;33522;232;RUE DE SUZON;1;21.55;22;Appartement
572;33550;9001;RES SARCIGNAN;3;52.66;52;Appartement
573;34108;86;AV D INGRIL;2;36.69;31;Appartement
574;34301;19;RUE ARAGO;2;44.09;44;Appartement
575;34301;17;BD JOLIOT CURIE;1;22.13;21;Appartement
576;37261;25;RUE GALPIN THIOU;2;51.26;53;Appartement
577;38185;22;CHE JESUS;0;18;19;Appartement
578;38185;77;CRS JEAN JAURES;3;73.12;68;Appartement
579;38186;5383; LA VILLE;2;35.6;35;Appartement
580;38229;4;CHE DE L HERMITAGE;4;132.05;141;Appartement
581;38249;25;ALL DE LA DENT DE CROLLES;3;74.5;75;Appartement
582;38249;220;ALL DE PRE MAYEN;2;42.06;42;Appartement
583;39470;315;RUE DU CLOS CAPPERONY;2;23.57;23;Appartement
584;40133;93;AV CHARLES DE GAULLE;1;23.53;24;Appartement
585;40281;220;CHE DE LAREIGNE;2;42;42;Appartement
586;40312;30;RUE ANDRE BOUILLAR;4;88.35;89;Appartement
587;42218;5;RUE OLIVIER DE SERRES;3;74.57;74;Appartement
588;42218;3;RUE DE TERRENOIRE;2;47.9;48;Appartement
589;44109;8;RUE MARCEAU;4;69.11;67;Appartement
590;44132;38;BD OCEANIDES;1;24.04;24;Appartement
591;44162;1;RUE DE L ARDECHE;5;103.79;94;Appartement
592;44162;6;RUE JEAN PAUL SARTRE;3;61.06;60;Appartement
593;4575;2;RUE DES PERVENCHES;4;69.81;69;Appartement
594;45258;4;RUE DUTHUARD;3;140;110;Appartement
595;497;11;RUE LOUIS GAIN;3;77.18;76;Appartement
596;497;48;RUE ST NICOLAS;4;82.6;77;Appartement
597;4999;9;AV DE LA RICHARDIERE;2;53.6;50;Appartement
598;49347;7;MAIL CLAUDE DEBUSSY;3;57;56;Appartement
599;51454;43;RUE CHARLIER;3;74.15;75;Appartement
600;51454;8;RUE RUE BERTRAND DE VOGUE;4;92.5;95;Appartement
601;5362;11;RUE LUCRECE MERCIER;3;67.77;65;Appartement
602;5373;10;PL DE L EGLISE;3;52.26;52;Appartement
603;59220;3;RUE DU COLOMBIER;3;58.27;57;Appartement
604;59350;108;RUE SAINT ANDRE;5;133.89;134;Appartement
605;59410;37;RUE JULES FERRY;1;32.69;33;Appartement
606;6057;16;RUE D ALSACE;1;21.92;32;Appartement
607;62604;150;BD DE LA MER;4;71.74;70;Appartement
608;664;;RES LES MARMOTTES;2;30.62;31;Appartement
609;6978;34;RTE DE BORDEAUX;3;64.3;64;Appartement
610;6981;2;AV RAYMOND DE VEYSSIERES;6;102.76;102;Appartement
611;69143;15;RUE REY LORAS;2;53.05;52;Appartement
612;69149;27;RUE DU PERRON;2;38.12;37;Appartement
613;69149;26;RUE DIDEROT;2;46.65;46;Appartement
614;69149;13;RUE BAUDIN;3;72;71;Appartement
615;69382;30;RUE PALAIS GRILLET;1;29.02;31;Appartement
616;69385;19;QUAI ROMAIN ROLLAND;3;143.12;139;Appartement
617;73235;5168; IMM LE GRAND PIC;1;17.94;21;Appartement
618;73306;5215; TIGNY;2;42.3;39;Appartement
619;7419;143;IMP DES VIGNES;2;46.28;46;Appartement
620;7456;166;AV DE COURMAYEUR;2;33.66;37;Appartement
621;75106;70;BD SAINT MICHEL;4;85.61;90;Appartement
622;75107;34;RUE CLER;3;50.04;48;Appartement
623;75109;10;RUE DE GRANGE BATELIERE;2;39.86;35;Appartement
624;75110;41;BD DE LA VILLETTE;1;31.65;37;Appartement
625;75111;59;RUE DE LA FONTAINE AU ROI;3;62.72;50;Appartement
626;75113;79;RUE BRILLAT SAVARIN;2;30.81;32;Appartement
627;75116;12;BD EXELMANS;1;40.8;41;Appartement
628;75120;57;RUE PIXERECOURT;3;55.23;85;Appartement
629;7753;8;RUE PARC DE L'EPINETTE;4;71.59;71;Appartement
630;77259;15;RUE DU PRESBYTERE;3;60.22;60;Appartement
631;78190;6;AV DE WAILLY;1;23.62;23;Appartement
632;78362;20;RUE DE DREUX;4;79.74;75;Appartement
633;78401;39;BD THIERS;6;156.5;156;Maison
634;839;5;RUE DES JARDINS;2;84.28;90;Appartement
635;8319;254;AV DE LA MER;1;15.86;15;Appartement
636;8334;325;RTE DE LA BENOITE;3;87.49;64;Appartement
637;8362;59;AV GABRIEL PERI;2;35.55;38;Appartement
638;8369;11;CHE DU MARTINET;4;121.99;118;Appartement
639;83130;8;RUE PIERRE BROSSOLETTE;3;56.15;61;Appartement
640;83137;9001;RES ST MARC;4;81.5;84;Appartement
641;83137;216;RUE LANGERON;2;97.04;50;Appartement
642;83137;65;BD DES ACACIAS;3;65.4;69;Appartement
643;88225;58;RUE DE LA XAVEE;4;73.78;74;Appartement
644;9010;3;RUE DE BRASSE;2;34.48;34;Appartement
645;91201;8;RUE DES ANEMONES;3;63.54;59;Appartement
646;91425;1;RUE PAUL FORT;1;25.35;29;Appartement
647;924;101;RUE DU CHATEAU;1;19.5;24;Appartement
648;9212;91;RUE DU CHATEAU;3;61.23;63;Appartement
649;9224;77;RUE MARTRE;1;16.98;17;Appartement
650;9226;9;AV PUVIS DE CHAVANNES;3;59.72;59;Appartement
651;9226;9;RUE DE LA MUTUALITE;2;33.58;34;Appartement
652;937;6;AV DE MONTCHANIN;3;53.1;54;Appartement
653;9363;45;RUE DES NOYERS;3;67;67;Appartement
654;9433;53;AV DE STALINGRAD;3;52.05;50;Appartement
655;9468;17;BD MAURICE BERTEAUX;2;46.6;35;Appartement
656;9468;16;AV ALBERT 1ER;3;41.64;41;Appartement
657;9469;149;RUE DU MARECHAL LECLERC;2;35.76;28;Appartement
658;9480;6;RUE DE LA PAIX;2;36.15;37;Appartement
659;95277;3;RUE GALANDE;2;37.23;36;Appartement
660;95428;9;RUE DES CARRIERES;4;115.26;98;Appartement
661;01143;58;AV DU MONT BLANC;6;130.8;130;Appartement
662;01354;2;RUE DU RECULET;2;58.71;60;Appartement
663;0627;2;RUE DES MURIERS;3;76.16;77;Appartement
664;0629;5;RUE DU CANADA;4;83.21;96;Appartement
665;0630;54;RUE VICTOR HUGO;1;29.07;25;Appartement
666;0630;116;BD SADI CARNOT;4;90.45;105;Appartement
667;0644;640;CHE DES CAILLADES;5;103.92;120;Appartement
668;0688;29;AV VILLERMONT;3;69;36;Appartement
669;0688;4;AV CYRNOS;3;47.5;62;Appartement
670;0688;127;PROM DES ANGLAIS;1;52.8;42;Appartement
671;0694;65;AV DE   VALBERG;3;63.15;75;Appartement
672;06123;562;CHE DES RASCAS;3;66.02;65;Appartement
673;06155;190;RTE DE CANNES;3;35.76;33;Appartement
674;06161;280;AV DE LA BERMONE;1;26.71;27;Appartement
675;10362;27;RUE PIERRE BROSSOLETTE;2;35.63;39;Appartement
676;10387;4;RUE CHARBONNET;2;32.34;33;Appartement
677;11144;9; LA PINEDE;2;37.12;36;Appartement
678;11170;1;RES LA VOILE D'OC;3;32.53;45;Appartement
679;11202;71;RES HAMEAU DES PECHEURS;2;24.61;30;Maison
680;11262;12;RUE DU LUXEMBOURG;4;111.96;109;Appartement
681;11262;10;QUAI VICTOR HUGO;1;34.34;34;Appartement
682;11379;3;RUE DE SERIGNAN;2;33.08;44;Appartement
683;1328;5000;AV ERNEST SUBILIA;2;28.34;28;Appartement
684;13201;14;PL AUX HUILES;2;38.54;40;Appartement
685;13202;6;RUE GUINTRAND;1;20.2;21;Appartement
686;13204;29;RUE MARECHAL FAYOLLE;2;29.86;30;Appartement
687;13205;23;RUE D ISLY;1;27.65;30;Appartement
688;13208;30;RUE DES MOUSSES;2;50.32;50;Appartement
689;13208;14;RUE NEGRESKO;3;69.32;69;Appartement
690;13210;116;BD MIREILLE LAUZE;3;68.45;68;Appartement
691;13210;147;AV DE LA TIMONE;3;68.89;70;Appartement
692;13212;36;AV DE SAINT BARNABE;4;65.72;65;Appartement
693;13215;2;IMP DU CHALET;2;125.85;106;Appartement
694;14715;54;RUE G LE CONQUERANT;2;41.07;39;Appartement
695;18279;14;BD DE LA LIBERTE;1;30.84;30;Appartement
696;2919;9;RUE DU VERCORS;3;53.11;53;Appartement
697;29232;38;AV DES GLENAN;5;84.69;81;Appartement
698;2A41;6572; ILE CAVALLO;4;87.16;89;Appartement
699;2A70;5163; TIUCCIA;2;37.78;38;Appartement
700;3034;5;RUE D AUVERGNE;3;45.23;47;Appartement
701;30133;2;AV LE CENTURION;2;26.4;27;Appartement
702;339;24;AV REGNAULD;1;31.12;31;Appartement
703;339;6;AV DU PARC;3;52;64;Appartement
704;3363;26;RUE BONGRAND;1;18.52;39;Appartement
705;3380;267;RUE TRUCHON;2;47.34;46;Appartement
706;3396;14;RUE ANDRE MALRAUX;4;103.36;81;Maison
707;33167;18;ALL DES GRIVES;3;66.02;66;Maison
708;33312;3;RUE SIMONE VEIL;2;43.69;44;Appartement
709;33522;9001;RES FORTUNIO;3;62.84;63;Appartement
710;34333;11;CLOS DE VIC;3;29.6;35;Maison
711;3532;19;RUE JOSEPH PANAGET;3;62.91;62;Appartement
712;37122;4;RUE FRANCIS POULENC;3;57.03;58;Appartement
713;38185;52;RUE DE STALINGRAD;4;88.21;87;Appartement
714;38421;13;RUE ANTOINE POLOTTI;4;83.63;83;Appartement
715;38421;9;RUE ANNE FRANK;2;47.67;47;Appartement
716;4046;54;RUE PEYCHAN;4;70.21;81;Appartement
717;40192;4;PL PORTE CAMPET;4;94;120;Appartement
718;40326;154;ALL DU REGAIN;3;60.65;63;Appartement
719;4469;6;RUE DU CHATEAU GAILLARD;3;51.17;52;Appartement
720;4474;3;RUE DES PATURES;1;29.94;35;Appartement
721;44201;57;RUE DES SANSONNETS;2;45.95;45;Maison
722;45232;227;RUE DE L ARDOUX;1;23.84;24;Appartement
723;45232;123;AV SAINT MICHEL;4;116.72;109;Maison
724;45234;11;RUE DES TROIS MARIES;4;16.24;83;Appartement
725;45285;21;RUE DE LA BUTTE;3;73.01;86;Maison
726;497;16;RUE GARNIER;1;28.65;29;Appartement
727;4915;2;AV JEAN LURCAT;3;69.08;70;Appartement
728;51108;30;RUE DU GENERAL COMPERE;1;25.53;26;Appartement
729;51573;13;RUE ARISTIDE BRIAND;2;38.35;39;Appartement
730;54329;3;PL SAINT REMY;4;47.6;157;Appartement
731;5683;13;RUE JOSEPH MARIETTE;2;36.13;32;Appartement
732;56107;25;RUE DE QUEHELLO;2;39.56;39;Appartement
733;56121;14;RUE RAYMOND QUERO;3;61.47;62;Appartement
734;599;1;ALL DE LA FRANGE;3;76.09;78;Appartement
735;59271;14;RUE SALVADOR ALLENDE;3;65.48;67;Appartement
736;59367;48;RUE DU PROGRES;4;68.77;68;Appartement
737;60157;22;RUE DE LA REPUBLIQUE;4;60.09;69;Appartement
738;60509;136;RUE PELEE PROLONGEE;3;36.96;63;Appartement
739;60684;57;AV DE L'ORANGERIE;3;58.5;58;Appartement
740;6241;3;RUE DU BLOC;1;22.98;25;Appartement
741;64260;12;RUE DES PINS;2;57.07;72;Appartement
742;6996;24;PL JEAN JAURES;2;29.94;45;Appartement
743;69243;15;RUE DUBREUIL;3;83.05;83;Appartement
744;69278;92;RUE DE LA GARE;5;100.55;102;Appartement
745;69382;13;RUE DUGAS MONTBEL;2;32.43;25;Appartement
746;69382;9;PAS PANAMA;1;27.5;29;Appartement
747;69384;39;RUE DENFERT ROCHEREAU;5;119.31;123;Appartement
748;69384;55;BD DES CANUTS;2;43.01;42;Appartement
749;69385;64;RUE COMMANDANT CHARCOT;1;24.8;24;Appartement
750;72181;27;BD EMILE ZOLA;1;16.58;17;Appartement
751;73257;6018; BALCONS DE VAL THO CHAL 6;4;63.8;62;Appartement
752;7483;396;RTE DE SALLANCHES;2;63.12;61;Appartement
753;74264;2;RUE DE LA PRAIRIE;2;45.83;45;Appartement
754;75102;54;RUE DE CLERY;2;18.96;22;Appartement
755;75103;9;RUE DE LA CORDERIE;1;39.18;40;Appartement
756;75103;79;RUE DES ARCHIVES;1;22.61;21;Appartement
757;75103;3;RUE DU PERCHE;1;43.71;40;Appartement
758;75104;24;RUE SAINT MARTIN;4;62.24;62;Appartement
759;75105;34;RUE DU FER A MOULIN;2;41;44;Appartement
760;75106;62;RUE MONSIEUR LE PRINCE;3;81.15;60;Appartement
761;75106;8;RUE JOSEPH BARA;5;117.1;117;Appartement
762;75106;9;RUE DE FLEURUS;3;78.74;81;Appartement
763;75106;150;RUE DE RENNES;3;52.84;55;Appartement
764;75107;9;RUE AMELIE;1;15.88;15;Appartement
765;75109;26;RUE GODOT DE MAUROY;3;63.45;51;Appartement
766;75110;32;RUE BUISSON ST LOUIS;3;42.01;51;Appartement
767;75111;51;AV DE LA REPUBLIQUE;4;69.34;69;Appartement
768;75111;38;BD BEAUMARCHAIS;4;49.84;50;Appartement
769;75113;10;RUE VERONESE;2;29.68;25;Appartement
770;75114;28;RUE DELAMBRE;2;84.8;38;Appartement
771;75114;9;RUE D ODESSA;3;43.16;43;Appartement
772;75114;57;RUE DU MOULIN VERT;3;41.66;43;Appartement
773;75114;76;RUE DES PLANTES;1;25.11;26;Appartement
774;75115;380;RUE DE VAUGIRARD;3;51.43;55;Appartement
775;75115;145;RUE DE LOURMEL;3;61.82;62;Appartement
776;75116;7;RUE LOUIS DAVID;2;59.47;56;Appartement
777;75117;53;RUE LEGENDRE;4;82.7;80;Appartement
778;75117;36;BD DES BATIGNOLLES;2;66.21;65;Appartement
779;75117;26;RUE TRUFFAUT;2;23.1;31;Appartement
780;75118;64;RUE MARX DORMOY;3;60.96;58;Appartement
781;75118;86;RUE PHILIPPE DE GIRARD;1;113.66;157;Appartement
782;75119;50;RUE PETIT;1;24.38;24;Appartement
783;75119;59;RUE D HAUTPOUL;2;32.05;34;Appartement
784;75119;14;RUE DE LA VILLETTE;2;30.9;35;Appartement
785;75120;41;RUE PELLEPORT;1;11.6;12;Appartement
786;75120;133;RUE DES PYRENEES;3;43.7;44;Appartement
787;76217;36;RUE JACQUES BOURGEOIS;2;44.51;44;Appartement
788;7714;30;RUE DU VIEUX RU;6;130.72;129;Maison
789;77169;6;ALL DE LA FORET;2;47.32;47;Appartement
790;77326;41;PROM DU BOIS;4;76.99;78;Appartement
791;77373;6;RUE DU STADE;2;32.71;34;Appartement
792;77438;13;PL CLAUDE MONET;2;42;42;Appartement
793;77445;4;RUE MARCELIN BERTHELOT;2;43.46;43;Appartement
794;77468;68;RUE DE PARIS;2;47.26;47;Appartement
795;77470;12;RUE JULES LEFEVRE;3;70.09;70;Appartement
796;77514;40;BD DE L OURCQ;3;53.4;53;Appartement
797;7815;27;AV MAURICE BERTEAUX;1;34.16;34;Appartement
798;7892;3;RES TROIS FORETS;4;75.76;74;Appartement
799;78172;25;QUAI DE L ILE DU BAC;4;88.05;95;Maison
800;78217;2;RUE CHARLES DE GAULLE;1;25.7;25;Appartement
801;78423;5;RUE DES MONTS D ARREE;3;65.28;65;Appartement
802;78423;7;RUE DE L ANCIENNE MAIRIE;2;60.09;60;Maison
803;78466;1;RUE DE L OREE DE LA VALLEE;2;46.1;46;Appartement
804;78490;5;AV DE SAINT GERMAIN;2;45.71;46;Appartement
805;78646;3;PROM VENEZIA;2;50.33;51;Appartement
806;78686;12;RUE JULES HERBRON;5;94.08;102;Appartement
807;814;68;AV COLONEL TEYSSIER;4;91.15;92;Appartement
808;85288;9000;RES LE PARC;2;29.56;30;Appartement
809;8785;4;RUE ADRIEN DUBOUCHE;1;26.38;26;Appartement
810;87187;22;AV GAMBETTA;2;50;40;Appartement
811;9127;61;RUE ROBERT SCHUMAN;3;66.23;72;Appartement
812;9185;4;IMP DE L ANCIENNE FORGE;1;22.3;23;Appartement
813;91174;19;RUE DE VILLOISON;2;39.99;40;Appartement
814;91228;11;SQ ALBERT EINSTEIN;3;66.25;66;Appartement
815;91228;1;RUE ALPHONSE LAVERAN;2;54.36;56;Appartement
816;91272;160;AV GENERAL LECLERC;3;62.98;62;Appartement
817;91363;2;CHE DU COLLEGE;2;42.36;51;Appartement
818;91549;14;RUE ANTOINE ROCCA;4;70.09;68;Maison
819;91589;76;AV JEAN JAURES;1;22.23;23;Appartement
820;91631;4;CHE DU FOUR A PAIN;3;50.23;49;Appartement
821;91691;9;ALL LAVOISIER;4;77.06;78;Maison
822;929;1;RUE CHARLES CHEFSON;3;73.67;74;Appartement
823;929;23;RUE PAUL DEROULEDE;3;66.48;65;Appartement
824;9212;18;RUE DE SEVRES;5;109.17;108;Appartement
825;9212;17;RUE MAILLASSON;2;22.05;23;Appartement
826;9212;78;AV J B CLEMENT;2;21.27;27;Appartement
827;9212;8;AV CHARLES DE GAULLE;1;20.44;21;Appartement
828;9212;94;RUE DU CHATEAU;2;43.28;43;Appartement
829;9214;21;RUE FERDINAND JAMIN;2;59.53;58;Appartement
830;9219;144;RUE D AULNAY;2;41.1;42;Appartement
831;9220;1;RUE D ESTIENNE D ORVES;2;38.53;39;Appartement
832;9225;7;RUE MOSLARD;3;58.21;45;Appartement
833;9225;42;RUE ALEXIS BOUVIER;4;72.8;80;Maison
834;9235;61;RUE VEUVE LACROIX;3;63.9;64;Appartement
835;9244;15;RUE P VAILLANT COUTURIER;4;78.35;79;Appartement
836;9244;18;RUE BARBES;4;102.14;101;Appartement
837;9248;58;AV JEAN JAURES;4;59;71;Appartement
838;9249;50;RUE MAURICE ARNOUX;3;58.03;58;Appartement
839;9250;21;AV ALEXANDRE;1;20.8;20;Appartement
840;9250;12;RUE DU MARCHE;1;21.37;21;Appartement
841;9251;85;RUE DE VILLIERS;1;28.86;27;Appartement
842;9251;50;RUE DE CHEZY;1;34.1;35;Appartement
843;9262;3;RUE DU BICENTENAIRE;1;37.71;32;Appartement
844;9263;134;AV PAUL DOUMER;1;22.21;26;Appartement
845;9263;187;RTE DE L EMPEREUR;1;50.86;36;Appartement
846;9273;134;RUE GAMBETTA;2;66.73;66;Appartement
847;9275;11;RUE FRANCOIS 1ER;2;22.9;23;Appartement
848;938;9;RUE DE PARIS;2;36.9;36;Appartement
849;9310;76;RUE ROGER SALENGRO;3;62.23;63;Appartement
